id,label,attack_class,type,payload,context,context_bucket,severity,severity_original,severity_reason,is_destructive,destructive_flags,oracle,description,example
benign-0335,benign,benign,card_number,8884229524172624,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0336,benign,benign,name,Hernando,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0337,benign,benign,email,wiles@benadressa.cc,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0338,benign,benign,username,conni,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0339,benign,benign,username,bluschke,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0340,benign,benign,email,sparrow@suardistec.lk,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0341,benign,benign,email,melies@simulacion-credito.lb,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0342,benign,benign,address,"Postigo De La Cuna, 159",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0343,benign,benign,username,berthe,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0344,benign,benign,surname,Angl�s Ors,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0345,benign,benign,national_id,69235770C,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0346,benign,benign,surname,Gariador Dorca,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0347,benign,benign,username,holmer,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0348,benign,benign,password,malojal,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0349,benign,benign,address,"Menendez Pelayo, 117",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0350,benign,benign,username,yuhjiun,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0351,benign,benign,price,4918,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0352,benign,benign,card_number,6267279785599224,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0353,benign,benign,national_id,69051312E,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0354,benign,benign,name,Lea,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0355,benign,benign,name,Alfonsina,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0356,benign,benign,postal_code,26213,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0357,benign,benign,name,Castora,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0358,benign,benign,username,melitta,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0359,benign,benign,name,Antonio,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0360,benign,benign,name,Benedicta,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0361,benign,benign,address,"Beatos Mena y Navarrete 67, 11?D",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0362,benign,benign,city,Valle de Valdelaguna,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0363,benign,benign,surname,Barquer Camiloaga,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0364,benign,benign,surname,Cerro,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0365,benign,benign,name,Revelin,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0366,benign,benign,name,Madelen,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0367,benign,benign,email,debucourt@campodegolf.com.ge,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0368,benign,benign,address,"Callejon Villa Espiga, 198",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0369,benign,benign,card_number,4254370218247053,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0370,benign,benign,city,G�jar,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0371,benign,benign,address,C/ Rumaikiya 165,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0372,benign,benign,email,murray1@mtos.bt,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0373,benign,benign,national_id,84222735R,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0374,benign,benign,postal_code,19392,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0375,benign,benign,surname,Pal�,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0376,benign,benign,username,heilsnis,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0377,benign,benign,surname,Valle Salip,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0378,benign,benign,name,Williams,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0379,benign,benign,national_id,75878234S,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0380,benign,benign,username,rester,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0381,benign,benign,surname,Casc�rriez Valldeperas,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0382,benign,benign,username,leander,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0383,benign,benign,username,talbot,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0384,benign,benign,postal_code,38420,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0385,benign,benign,price,748,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0386,benign,benign,username,biegaj,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0387,benign,benign,numeric_id,2,ID parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'id')",
benign-0388,benign,benign,quantity,77,Quantity parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cantidad')",
benign-0389,benign,benign,surname,Duset,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0390,benign,benign,price,6990,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0391,benign,benign,password,t42da,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0392,benign,benign,name,Yasser,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0393,benign,benign,city,Lasarte-Oria,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0394,benign,benign,national_id,94297555Q,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0395,benign,benign,email,janey_pap@vendomiatico.ml,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0396,benign,benign,national_id,99671070H,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0397,benign,benign,national_id,13930576M,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0398,benign,benign,password,4at4g4a,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0399,benign,benign,address,C/ Robaleira 127 10H,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0400,benign,benign,email,karaskova@touringa.web,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0401,benign,benign,address,"C/ San Serapio, 16,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0402,benign,benign,password,ne7log30m7,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0403,benign,benign,name,Read,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0404,benign,benign,username,mortie9,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0405,benign,benign,card_number,9553847952570755,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0406,benign,benign,email,santiago@cohel.bw,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0407,benign,benign,city,Aviny�,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0408,benign,benign,password,7A2o0,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0409,benign,benign,price,8226,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0410,benign,benign,email,birriel@programagestionerp.gov,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0411,benign,benign,surname,Gualas�a Llombart,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0412,benign,benign,password,ch5z84,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0413,benign,benign,address,C/ Sant Benet 98,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0414,benign,benign,email,hillias@epbx.dk,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0415,benign,benign,card_number,4182019851914962,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0416,benign,benign,username,miep,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0417,benign,benign,address,"Avda. Jesuitas, 65",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0418,benign,benign,postal_code,24735,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0419,benign,benign,postal_code,39670,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0420,benign,benign,address,"Calle Colonia Zepol, 87, 4?E",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0421,benign,benign,address,"Pl. Cairasco, 135 4?E",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0422,benign,benign,email,ferreol@azkara.sa,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0423,benign,benign,username,rebecca,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0424,benign,benign,email,hodo@deltamarina.my,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0425,benign,benign,city,Pedrosa de la Vega,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0426,benign,benign,surname,Agea Genova,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0427,benign,benign,name,Soledad,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0428,benign,benign,password,VOLTAje,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-0429,benign,benign,surname,Alberich,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0430,benign,benign,national_id,11754029V,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0431,benign,benign,username,avigdor4,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0432,benign,benign,city,Espiel,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0433,benign,benign,username,collamer,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0434,benign,benign,username,hortense,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0435,benign,benign,password,aLi4T9D2,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0436,benign,benign,username,ferrao,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0437,benign,benign,password,Ca70r�Fe2a,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-0438,benign,benign,username,welsch,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0439,benign,benign,password,ele5a6cia,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0440,benign,benign,username,schrybur,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0441,benign,benign,price,5018,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0442,benign,benign,password,9co33le1i2nado,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-0443,benign,benign,surname,Idiaquez Furiatti,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0444,benign,benign,username,modestou,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0445,benign,benign,price,6078,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0446,benign,benign,password,SA-R48n,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0447,benign,benign,card_number,0570981782907546,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0448,benign,benign,surname,Alcedo Potel,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0449,benign,benign,city,Eljas,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0450,benign,benign,city,Santa Mar�a de Ord�s,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0451,benign,benign,username,corrivea67,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0452,benign,benign,national_id,45543038W,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0453,benign,benign,national_id,00746406X,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0454,benign,benign,name,Zoraida,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0455,benign,benign,password,Extrema,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-0456,benign,benign,email,cleef@expozaragozafloral2014.sr,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0457,benign,benign,address,"Passatge Sant Pau, 163 13?H",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0458,benign,benign,address,"Silverio Fernandez Tirador, 158 11B",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0459,benign,benign,postal_code,44156,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0460,benign,benign,card_number,6791997514529515,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0461,benign,benign,card_number,8548464645001542,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0462,benign,benign,national_id,08379855N,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0463,benign,benign,username,diepling,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0464,benign,benign,name,Eduvigis,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0465,benign,benign,username,ruschmei,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0466,benign,benign,city,Villar del Infantado,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0467,benign,benign,price,5810,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0468,benign,benign,name,Italina,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0469,benign,benign,city,Albiztur,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0470,benign,benign,price,5731,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0471,benign,benign,address,"Calle Sargento Vaillo 176, 1-G",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0472,benign,benign,postal_code,05270,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0473,benign,benign,password,9va3831,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0474,benign,benign,name,Clacer,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-0475,benign,benign,card_number,9422906866831681,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0476,benign,benign,surname,Name Baralt,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0477,benign,benign,price,6534,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0478,benign,benign,surname,Bota Gifre,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0479,benign,benign,password,taba3u0st5,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0480,benign,benign,username,mcgonagl,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0481,benign,benign,city,Vall de Gallinera,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0482,benign,benign,password,57mp8893i51,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0483,benign,benign,address,"C/ Haro 12, 2?E",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0484,benign,benign,quantity,72,Quantity parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cantidad')",
benign-0485,benign,benign,card_number,0941389957608729,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0486,benign,benign,password,mord1sco,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0487,benign,benign,address,"Plza. Seguiriya 135, 5?G",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0488,benign,benign,username,carmelin,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0489,benign,benign,card_number,4358188813215540,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0490,benign,benign,address,"C/ Fitoria, 78 6?B",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0491,benign,benign,address,"Cami Viquet 23, 3?C",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0492,benign,benign,price,5366,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0493,benign,benign,password,decan$ia,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0494,benign,benign,password,Re6raE1,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0495,benign,benign,password,32x4i17uib1e,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0496,benign,benign,password,CONtRaDICtOriaMENte,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0497,benign,benign,username,bennatt,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0498,benign,benign,price,4787,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0499,benign,benign,postal_code,09848,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0500,benign,benign,username,collier,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0501,benign,benign,password,narra,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-0502,benign,benign,username,angelica,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0503,benign,benign,surname,Cloquell Pesarrodona,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-0504,benign,benign,address,"San Eduardo, 72",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0505,benign,benign,national_id,17825390E,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0506,benign,benign,address,"Jardin De San Jeronimo 25,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0507,benign,benign,national_id,74314231N,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0508,benign,benign,postal_code,05427,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0509,benign,benign,national_id,63829860F,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-0510,benign,benign,username,yuma,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-0511,benign,benign,address,"Salva, 98",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-0512,benign,benign,postal_code,03517,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-0513,benign,benign,card_number,1320849277129751,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0514,benign,benign,card_number,9763439737755493,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-0515,benign,benign,price,3103,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-0516,benign,benign,city,Cistella,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-0517,benign,benign,email,angelis2@flabingo.um,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-0518,benign,benign,card_number,4288416752573801,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
